row_id,data_year,building_id,property_name,reporting_status,address,zip_code,chicago_energy_rating,exempt_from_chicago_energy_rating,community_area,primary_property_type,gross_floor_area,year_built,number_of_buildings,energy_star_score,electricity_use,natural_gas_use,site_eui,source_eui,weather_normalized_site_eui,weather_normalized_source_eui,total_ghg_emissions,ghg_intensity,lat,lon,loc
2019-251560,2019,251560,Hampton Fine & Performing Arts -CPS,Not Submitted,3434 W 77th St,0,0,FALSE,ASHBURN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.75376157,-87.70893328,"(41.75376157, -87.70893328)"
2019-251561,2019,251561,New Field Primary -CPS,Not Submitted,1707 W Morse Ave,0,0,FALSE,ROGERS PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,42.00735706,-87.6727274,"(42.00735706, -87.6727274)"
2019-251563,2019,251563,Castellanos Elementary -CPS,Not Submitted,2524 S Central Ave,0,0,FALSE,AUSTIN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.869894,-87.764317,"(41.869894, -87.764317)"
2019-251564,2019,251564,Carter Elementary -CPS,Not Submitted,5740 S Michigan Ave,0,0,FALSE,WASHINGTON PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.78972345,-87.6232775,"(41.78972345, -87.6232775)"
2019-251565,2019,251565,"Dixon, Arthur -CPS",Not Submitted,8306 S St Lawrence Ave,0,0,FALSE,CHATHAM,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.74332164,-87.61061976,"(41.74332164, -87.61061976)"
2019-251566,2019,251566,Beidler Elementary -CPS,Not Submitted,3151 W Walnut St,0,0,FALSE,EAST GARFIELD PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.88513103,-87.70531685,"(41.88513103, -87.70531685)"
2019-251567,2019,251567,Pershing West -CPS,Not Submitted,3200 S Calumet Ave,0,0,FALSE,DOUGLAS,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.83649153,-87.61819083,"(41.83649153, -87.61819083)"
2019-251568,2019,251568,Vaughn Occupational HS -CPS,Not Submitted,4355 N Linder Ave,0,0,FALSE,PORTAGE PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.96026421,-87.76436775,"(41.96026421, -87.76436775)"
2019-251569,2019,251569,"Hay Community Academy, John -CPS",Not Submitted,1016 N Laramie,0,0,FALSE,AUSTIN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.898943,-87.755742,"(41.898943, -87.755742)"
2019-251570,2019,251570,Mcauliffe -CPS,Not Submitted,1845 N Springfield Ave,0,0,FALSE,HERMOSA,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.914723,-87.723994,"(41.914723, -87.723994)"
2019-251571,2019,251571,Howe Elementary -CPS,Not Submitted,720 N Lorel Ave,0,0,FALSE,AUSTIN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.89367328,-87.75930793,"(41.89367328, -87.75930793)"
2019-251572,2019,251572,Barton Elementary -CPS,Not Submitted,7650 S Wolcott Ave,0,0,FALSE,AUBURN GRESHAM,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.75450541,-87.67138593,"(41.75450541, -87.67138593)"
2019-251573,2019,251573,Hamline Elementary-CPS,Not Submitted,4747 S Bishop St,0,0,FALSE,NEW CITY,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.80758029,-87.66091897,"(41.80758029, -87.66091897)"
2019-251574,2019,251574,Ariel Elemenentary-CPS,Not Submitted,1119 E 46th St,0,0,FALSE,KENWOOD,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.81098941,-87.59800845,"(41.81098941, -87.59800845)"
2019-251575,2019,251575,"Delano Elementary, Edward C -CPS",Not Submitted,3937 W Wilcox St,0,0,FALSE,WEST GARFIELD PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.87837616,-87.72434523,"(41.87837616, -87.72434523)"
2019-251576,2019,251576,"Henry Elementary, Patrick -CPS",Not Submitted,4250 N St Louis Ave,0,0,FALSE,IRVING PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.95872281,-87.71583845,"(41.95872281, -87.71583845)"
2019-251577,2019,251577,"Stevenson, Adlai E -CPS",Not Submitted,8010 S Kostner Ave,0,0,FALSE,ASHBURN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.74715467,-87.73233829,"(41.74715467, -87.73233829)"
2019-251578,2019,251578,"Bright, Orville T -CPS",Not Submitted,10740 S Calhoun Ave,0,0,FALSE,SOUTH DEERING,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.69976566,-87.56232296,"(41.69976566, -87.56232296)"
2019-251579,2019,251579,"Henderson Elementary, CPS",Not Submitted,5640 S Wolcott,0,0,FALSE,WEST ENGLEWOOD,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.791026,-87.6718,"(41.791026, -87.6718)"
2019-251580,2019,251580,Gillespie Elementary -CPS,Not Submitted,9301 S State St,0,0,FALSE,ROSELAND,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.72471299,-87.62320762,"(41.72471299, -87.62320762)"
2019-251581,2019,251581,Avalon Park Elementary -CPS,Not Submitted,8045 S Kenwood Ave,0,0,FALSE,AVALON PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.74849276,-87.59132698,"(41.74849276, -87.59132698)"
2019-251582,2019,251582,Fuller -CPS,Not Submitted,4214 S St Lawrence Ave,0,0,FALSE,GRAND BOULEVARD,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.8180688,-87.61228957,"(41.8180688, -87.61228957)"
2019-251583,2019,251583,Holden Elementary -CPS,Not Submitted,1104 W 31st St,0,0,FALSE,BRIDGEPORT,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.8383138,-87.65432099,"(41.8383138, -87.65432099)"
2019-251584,2019,251584,"Deneen Elementary, Charles S -CPS",Not Submitted,7240 S Wabash Ave,0,0,FALSE,GREATER GRAND CROSSING,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.76239877,-87.62373586,"(41.76239877, -87.62373586)"
2019-251585,2019,251585,Bell Elementary -CPS,Not Submitted,3730 N Oakley Ave,0,0,FALSE,NORTH CENTER,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.9495009,-87.68665584,"(41.9495009, -87.68665584)"
2019-251586,2019,251586,Andersen Elementary -CPS,Not Submitted,1148 N Honore St,0,0,FALSE,WEST TOWN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.90245706,-87.67402856,"(41.90245706, -87.67402856)"
2019-251587,2019,251587,Charles W Earle Elementary -CPS,Not Submitted,6121 S Hermitage Ave,0,0,FALSE,WEST ENGLEWOOD,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.78246905,-87.66708286,"(41.78246905, -87.66708286)"
2019-251588,2019,251588,"Taylor, Douglas -CPS",Not Submitted,9912 S Avenue H,0,0,FALSE,EAST SIDE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.71516268,-87.5337866,"(41.71516268, -87.5337866)"
2019-251589,2019,251589,Nobel -CPS,Not Submitted,4127 W Hirsch St,0,0,FALSE,HUMBOLDT PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.90578429,-87.72976004,"(41.90578429, -87.72976004)"
2019-251590,2019,251590,Tarkington School Of Excellence Es -CPS,Not Submitted,3330 W 71st St,0,0,FALSE,CHICAGO LAWN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.764373,-87.705686,"(41.764373, -87.705686)"
2019-251591,2019,251591,Chopin Elementary -CPS,Not Submitted,2450 W Rice St,0,0,FALSE,WEST TOWN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.8971019,-87.68854703,"(41.8971019, -87.68854703)"
2019-251592,2019,251592,"Cleveland Elementary, Grover -CPS",Not Submitted,3121 W Byron St,0,0,FALSE,IRVING PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.9516283,-87.7063067,"(41.9516283, -87.7063067)"
2019-251593,2019,251593,"Clay Elementary, Henry -CPS",Not Submitted,13221 S Burley,0,0,FALSE,HEGEWISCH,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.655086,-87.544686,"(41.655086, -87.544686)"
2019-251594,2019,251594,Raby HS -CPS,Not Submitted,3545 W Fulton St,0,0,FALSE,EAST GARFIELD PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.88590426,-87.71539434,"(41.88590426, -87.71539434)"
2019-251595,2019,251595,Nixon -CPS,Not Submitted,2121 N Keeler Ave,0,0,FALSE,HERMOSA,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.91952065,-87.73118053,"(41.91952065, -87.73118053)"
2019-251597,2019,251597,Okeeffe Elementary -CPS,Not Submitted,6940 S Merrill Ave,0,0,FALSE,SOUTH SHORE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.76869956,-87.57309463,"(41.76869956, -87.57309463)"
2019-251598,2019,251598,Joplin Elementary -CPS,Not Submitted,7931 S Honore St,0,0,FALSE,AUBURN GRESHAM,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.74949662,-87.66912941,"(41.74949662, -87.66912941)"
2019-251599,2019,251599,Orozco Elementary -CPS,Not Submitted,1940 W 18th St,0,0,FALSE,LOWER WEST SIDE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.85797637,-87.67512452,"(41.85797637, -87.67512452)"
2019-251600,2019,251600,Mozart -CPS,Not Submitted,2200 N Hamlin Ave,0,0,FALSE,LOGAN SQUARE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.92132822,-87.72244339,"(41.92132822, -87.72244339)"
2019-251601,2019,251601,Edwards Elementary -CPS,Not Submitted,4815 S Karlov Ave,0,0,FALSE,ARCHER HEIGHTS,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.80546054,-87.7255682,"(41.80546054, -87.7255682)"
2019-251602,2019,251602,Otoole Elementary -CPS,Not Submitted,6550 S Seeley Ave,0,0,FALSE,WEST ENGLEWOOD,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.7745103,-87.67580793,"(41.7745103, -87.67580793)"
2019-251603,2019,251603,Morrill Math/Science Spec -CPS,Not Submitted,6011 S Rockwell St,0,0,FALSE,CHICAGO LAWN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.78404995,-87.6883021,"(41.78404995, -87.6883021)"
2019-251604,2019,251604,Revere Elementary -CPS,Not Submitted,1010 E 72nd St,0,0,FALSE,GREATER GRAND CROSSING,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.76457079,-87.60030731,"(41.76457079, -87.60030731)"
2019-251605,2019,251605,Fulton Elementary -CPS,Not Submitted,5300 S Hermitage Ave,0,0,FALSE,NEW CITY,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.79731177,-87.66870733,"(41.79731177, -87.66870733)"
2019-251606,2019,251606,Ryerson -CPS,Not Submitted,646 N Lawndale Ave,0,0,FALSE,HUMBOLDT PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.89330854,-87.71906152,"(41.89330854, -87.71906152)"
2019-251607,2019,251607,"Nash Elementary, Henry H -CPS",Not Submitted,4837 W Erie St,0,0,FALSE,AUSTIN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.89203698,-87.7473847,"(41.89203698, -87.7473847)"
2019-251608,2019,251608,Gunsaulus Scholastic Academy -CPS,Not Submitted,4418 S Sacramento,0,0,FALSE,BRIGHTON PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.813268,-87.699299,"(41.813268, -87.699299)"
2019-251609,2019,251609,"New Sullivan Elem, William K -CPS",Not Submitted,8315 S Mackinaw Ave,0,0,FALSE,SOUTH CHICAGO,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.744465,-87.54298,"(41.744465, -87.54298)"
2019-251610,2019,251610,"Goudy Elementary, William C -CPS",Not Submitted,5120 N Winthrop Ave,0,0,FALSE,UPTOWN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.97579494,-87.65806863,"(41.97579494, -87.65806863)"
2019-251611,2019,251611,Mann Elementary -CPS,Not Submitted,8050 S Chappel Ave,0,0,FALSE,SOUTH CHICAGO,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.74856431,-87.57509932,"(41.74856431, -87.57509932)"
2019-251612,2019,251612,Otis Elementary -CPS,Not Submitted,525 N Armour St,0,0,FALSE,WEST TOWN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.89131447,-87.6654786,"(41.89131447, -87.6654786)"
2019-251613,2019,251613,SoutHigh School ide Occupational Academy HS -CPS,Not Submitted,7342 S Hoyne Ave,0,0,FALSE,WEST ENGLEWOOD,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.75969491,-87.67627676,"(41.75969491, -87.67627676)"
2019-251614,2019,251614,Kozminski Elementary Academy -CPS,Not Submitted,936 E 54th St,0,0,FALSE,HYDE PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.79848025,-87.6023543,"(41.79848025, -87.6023543)"
2019-251616,2019,251616,Hanson Park -CPS,Not Submitted,2301 N Central Ave,0,0,FALSE,BELMONT CRAGIN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.922252,-87.765857,"(41.922252, -87.765857)"
2019-251617,2019,251617,"Budlong Elementary, Lyman A -CPS",Not Submitted,2701 W Foster Ave,0,0,FALSE,LINCOLN SQUARE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.97552409,-87.69722301,"(41.97552409, -87.69722301)"
2019-251618,2019,251618,School Of Leadership HS -CPS,Not Submitted,7529 S Constance Ave,0,0,FALSE,SOUTH SHORE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.75770817,-87.57930608,"(41.75770817, -87.57930608)"
2019-251619,2019,251619,Bouchet Elementary Acad -CPS,Not Submitted,7355 S Jeffrey Blvd,0,0,FALSE,SOUTH SHORE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.76125742,-87.57572455,"(41.76125742, -87.57572455)"
2019-251620,2019,251620,Seward Communication Arts Academy -CPS,Not Submitted,4600 S Hermitage Ave,0,0,FALSE,NEW CITY,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.80990474,-87.66901222,"(41.80990474, -87.66901222)"
2019-251621,2019,251621,Langston Hughes Es -CPS,Not Submitted,226 W 104th St,0,0,FALSE,ROSELAND,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.70455455,-87.62936101,"(41.70455455, -87.62936101)"
2019-251622,2019,251622,Galileo Scholastic Academy -CPS,Not Submitted,820 S Carpenter St,0,0,FALSE,NEAR WEST SIDE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.8708445,-87.65374321,"(41.8708445, -87.65374321)"
2019-251623,2019,251623,Brunson Math & Science -CPS,Not Submitted,5600 W Iowa St,0,0,FALSE,AUSTIN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.896696,-87.765572,"(41.896696, -87.765572)"
2019-251624,2019,251624,Mariano Azuela -CPS,Not Submitted,4707 W Marquette Rd,0,0,FALSE,WEST LAWN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.77052865,-87.73984436,"(41.77052865, -87.73984436)"
2019-251625,2019,251625,Nettelhorst Elementary -CPS,Not Submitted,3252 N Broadway Ave,0,0,FALSE,LAKE VIEW,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.9415879,-87.64474893,"(41.9415879, -87.64474893)"
2019-251626,2019,251626,Albany Park Multicultural Academy -CPS,Not Submitted,4929 N Sawyer Ave,0,0,FALSE,ALBANY PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.97110197,-87.70939495,"(41.97110197, -87.70939495)"
2019-251627,2019,251627,Edison Park Elementary -CPS,Not Submitted,6220 N Olcott Ave,0,0,FALSE,NORWOOD PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.99398251,-87.81420976,"(41.99398251, -87.81420976)"
2019-251628,2019,251628,Miles Davis Elementary -CPS,Not Submitted,6740 S Paulina St,0,0,FALSE,WEST ENGLEWOOD,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.77110031,-87.66677518,"(41.77110031, -87.66677518)"
2019-251629,2019,251629,Bass Elementary -CPS,Not Submitted,6554 S May St,0,0,FALSE,ENGLEWOOD,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.774895,-87.6532,"(41.774895, -87.6532)"
2019-251630,2019,251630,St Bride School Building,Not Submitted,7765 S Coles Ave,0,0,FALSE,SOUTH SHORE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.75502424,-87.55293307,"(41.75502424, -87.55293307)"
2019-251631,2019,251631,Frederico Garcia Lorca -CPS,Not Submitted,3231 N Springfield,0,0,FALSE,AVONDALE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.94003811,-87.72420395,"(41.94003811, -87.72420395)"
2019-251632,2019,251632,Curtis Elementary -CPS,Not Submitted,32 E 115th St,0,0,FALSE,ROSELAND,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.68566536,-87.62175945,"(41.68566536, -87.62175945)"
2019-251633,2019,251633,"Prussing Elementary, Ernst -CPS",Not Submitted,4650 N Menard Ave,0,0,FALSE,PORTAGE PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.96561772,-87.77267131,"(41.96561772, -87.77267131)"
2019-251634,2019,251634,Calmeca Fine Arts -CPS,Not Submitted,3456 W 38th Street,0,0,FALSE,BRIGHTON PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.82509374,-87.7114156,"(41.82509374, -87.7114156)"
2019-251635,2019,251635,Former West Pullman Elementary,Not Submitted,11941 S PARNELL AVE,0,0,FALSE,WEST PULLMAN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.70172785,-87.63694332,"(41.70172785, -87.63694332)"
2019-251636,2019,251636,Gresham Elementary -CPS,Not Submitted,8524 S Green St,0,0,FALSE,AUBURN GRESHAM,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.73864681,-87.64534305,"(41.73864681, -87.64534305)"
2019-251637,2019,251637,Field Elementary -CPS,Not Submitted,7019 N Ashland Ave,0,0,FALSE,ROGERS PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,42.00975372,-87.66943719,"(42.00975372, -87.66943719)"
2019-251638,2019,251638,Hearst Elementary -CPS,Not Submitted,4640 S Lamon Ave,0,0,FALSE,GARFIELD RIDGE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.80854108,-87.74615926,"(41.80854108, -87.74615926)"
2019-251639,2019,251639,Kilmer Elementary -CPS,Not Submitted,6700 N Greenview Ave,0,0,FALSE,ROGERS PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,42.00367107,-87.6681389,"(42.00367107, -87.6681389)"
2019-251640,2019,251640,"Till, Emmett Louis Math & Science -CPS",Not Submitted,6543 S Champlain Ave,0,0,FALSE,WOODLAWN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.77518282,-87.60900298,"(41.77518282, -87.60900298)"
2019-251641,2019,251641,Depriest Elementary -CPS,Not Submitted,139 S Parkside Ave,0,0,FALSE,AUSTIN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.87814763,-87.76599426,"(41.87814763, -87.76599426)"
2019-251642,2019,251642,"Blaine Elementary, James G -CPS",Not Submitted,1420 W Grace St,0,0,FALSE,LAKE VIEW,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.95097289,-87.66504977,"(41.95097289, -87.66504977)"
2019-251643,2019,251643,West Park Academy Of Fine Arts & Tech -CPS,Not Submitted,1425 N Tripp Ave,0,0,FALSE,HUMBOLDT PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.90686643,-87.73217473,"(41.90686643, -87.73217473)"
2019-251644,2019,251644,Beaubien Elementary -CPS,Not Submitted,5025 N Laramie Ave,0,0,FALSE,JEFFERSON PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.97209735,-87.7569164,"(41.97209735, -87.7569164)"
2019-251647,2019,251647,Gregory Elementary -CPS,Not Submitted,3707 W Polk,0,0,FALSE,EAST GARFIELD PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.870786,-87.718327,"(41.870786, -87.718327)"
2019-251648,2019,251648,Spencer Elementary Academy -CPS,Not Submitted,214 N Lavergne Ave,0,0,FALSE,AUSTIN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.88502852,-87.75075581,"(41.88502852, -87.75075581)"
2019-251649,2019,251649,"Ryder, William H -CPS",Not Submitted,8716 S Wallace St,0,0,FALSE,AUBURN GRESHAM,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.73526106,-87.6395147,"(41.73526106, -87.6395147)"
2019-251650,2019,251650,Brentano Math & Science Academy -CPS,Not Submitted,2723 N Fairfield Ave,0,0,FALSE,LOGAN SQUARE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.93098964,-87.69605323,"(41.93098964, -87.69605323)"
2019-251651,2019,251651,Gary Elementary -CPS,Not Submitted,3740 W 31st St,0,0,FALSE,SOUTH LAWNDALE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.83790661,-87.71883999,"(41.83790661, -87.71883999)"
2019-251652,2019,251652,Hedges Elementary -CPS,Not Submitted,4735 S Winchester Ave,0,0,FALSE,NEW CITY,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.80724939,-87.67297316,"(41.80724939, -87.67297316)"
2019-251653,2019,251653,Willam F Byford - St Martin,Not Submitted,116 N LECLAIRE AVE,0,0,FALSE,AUSTIN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.88220902,-87.75311013,"(41.88220902, -87.75311013)"
2019-251654,2019,251654,Cook Elementary -CPS,Not Submitted,8150 S Bishop St,0,0,FALSE,AUBURN GRESHAM,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.74519291,-87.66017258,"(41.74519291, -87.66017258)"
2019-251655,2019,251655,Doolittle Elementary / Chi Arts -CPS,Not Submitted,521 E 35th St,0,0,FALSE,DOUGLAS,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.83075294,-87.61355279,"(41.83075294, -87.61355279)"
2019-251656,2019,251656,Ellington Elementary -CPS,Not Submitted,243 N Parkside Ave,0,0,FALSE,AUSTIN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.884874,-87.766614,"(41.884874, -87.766614)"
2019-251657,2019,251657,Locke Elementary -CPS,Not Submitted,2845 N Newcastle Ave,0,0,FALSE,MONTCLARE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.9321161,-87.79631882,"(41.9321161, -87.79631882)"
2019-251658,2019,251658,Piccolo Specialty -CPS,Not Submitted,1040 N Keeler Ave,0,0,FALSE,HUMBOLDT PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.90030381,-87.73182406,"(41.90030381, -87.73182406)"
2019-251660,2019,251660,Lawndale Community Academy -CPS,Not Submitted,3500 W Douglas Blvd,0,0,FALSE,NORTH LAWNDALE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.862916,-87.71298,"(41.862916, -87.71298)"
2019-251661,2019,251661,Burnside Scholastic Academy -CPS,Not Submitted,648 E 91st Pl,0,0,FALSE,CHATHAM,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.72842,-87.608271,"(41.72842, -87.608271)"
2019-251662,2019,251662,Gray Elementary -CPS,Not Submitted,3730 N Laramie Ave,0,0,FALSE,PORTAGE PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.94918219,-87.75880345,"(41.94918219, -87.75880345)"
2019-251664,2019,251664,"Trumbull Elementary, Lyman -CPS",Not Submitted,5200 N Ashland Ave,0,0,FALSE,EDGEWATER,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.97657719,-87.67009443,"(41.97657719, -87.67009443)"
2019-251665,2019,251665,"Hayt Elementary, Stephen K -CPS",Not Submitted,1518 W Granville Ave,0,0,FALSE,EDGEWATER,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.99475547,-87.66823796,"(41.99475547, -87.66823796)"
2019-251666,2019,251666,"Sutherland Elementary, Elizabeth H -CPS",Not Submitted,10015 S Leavitt St,0,0,FALSE,BEVERLY,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.71128843,-87.67654811,"(41.71128843, -87.67654811)"
2019-251667,2019,251667,Fort Dearborn Elementary -CPS,Not Submitted,9001 S Throop St,0,0,FALSE,WASHINGTON HEIGHTS,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.730334,-87.65556,"(41.730334, -87.65556)"
2019-251668,2019,251668,Ravenswood Elementary -CPS,Not Submitted,4332 N Paulina St,0,0,FALSE,LAKE VIEW,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.96092641,-87.6712754,"(41.96092641, -87.6712754)"
2019-251669,2019,251669,Monroe Elementary -CPS,Not Submitted,3651 W Schubert Ave,0,0,FALSE,LOGAN SQUARE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.92991773,-87.71918661,"(41.92991773, -87.71918661)"
2019-251670,2019,251670,May Elementary Community Academy -CPS,Not Submitted,512 S Lavergne Ave,0,0,FALSE,AUSTIN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.87357568,-87.74975133,"(41.87357568, -87.74975133)"
2019-251671,2019,251671,Sherwood Elementary -CPS,Not Submitted,245 W 57th St,0,0,FALSE,ENGLEWOOD,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.79063666,-87.63226193,"(41.79063666, -87.63226193)"
2019-251673,2019,251673,Manuel Perez Elementary -CPS,Not Submitted,1241 W 19th St,0,0,FALSE,LOWER WEST SIDE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.85568131,-87.65816971,"(41.85568131, -87.65816971)"
2019-251674,2019,251674,Camras Elementary -CPS,Not Submitted,3000 N Mango Ave,0,0,FALSE,BELMONT CRAGIN,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.93583269,-87.77043893,"(41.93583269, -87.77043893)"
2019-251676,2019,251676,"Clinton, Dewitt -CPS",Not Submitted,6110 N Fairfield Ave,0,0,FALSE,WEST RIDGE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.99283931,-87.69864793,"(41.99283931, -87.69864793)"
2019-251677,2019,251677,Darwin -CPS,Not Submitted,3116 W Belden Ave,0,0,FALSE,LOGAN SQUARE,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.92353186,-87.70529839,"(41.92353186, -87.70529839)"
2019-251678,2019,251678,Irene C Hernandez -CPS,Not Submitted,5440 S St Louis Ave,0,0,FALSE,GAGE PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.794143,-87.710961,"(41.794143, -87.710961)"
2019-251679,2019,251679,Lowell Elementary -CPS,Not Submitted,3320 W Hirsch St,0,0,FALSE,HUMBOLDT PARK,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.90669414,-87.71050823,"(41.90669414, -87.71050823)"
2019-251680,2019,251680,Bond Elementary -CPS,Not Submitted,7050 S May St,0,0,FALSE,ENGLEWOOD,K-12 School,0,0,1,0,0,0,0,0,0,0,0,0,41.76532355,-87.65330787,"(41.76532355, -87.65330787)"
